ts_s,utime_cs,stime_cs,minflt,majflt,rchar,read_bytes,VmRSS_kB
365.7,2156,1216,1444005,151694,12001519,39976960,1410000
366.7,2167,1218,1446546,152527,12001519,39976960,1406832
367.7,2185,1220,1448928,153358,12001519,39976960,1409984
368.7,2199,1223,1451052,154087,12001519,39976960,1387472
369.7,2213,1224,1452947,154837,12001519,39976960,1366400
370.8,2223,1226,1455503,155750,12001519,39976960,1379488
371.8,2232,1234,1458911,157030,12001519,40013824,1458640
372.8,2246,1236,1461434,157983,12001519,40030208,1449648
373.8,2261,1237,1463993,158980,12001519,40374272,1443200
374.8,2275,1241,1466376,159889,12001519,40374272,1439504
375.9,2287,1243,1468783,160813,12001519,40423424,1386080
376.9,2299,1246,1471141,161729,12001519,40423424,1388976
377.9,2310,1250,1473621,162702,12001519,40472576,1384528
378.9,2323,1252,1475978,163619,12001519,40521728,1407392
379.9,2336,1253,1478406,164544,12001519,40521728,1384560
380.9,2357,1253,1480839,165492,12001519,40570880,1404416
382.0,2373,1255,1483317,166404,12001519,40620032,1398736
383.0,2385,1256,1485876,167338,12001519,40620032,1404528
384.0,2396,1261,1488402,168222,12001519,40669184,1398432
385.1,2407,1262,1490899,169065,12001519,40669184,1408816
386.1,2418,1268,1493540,169975,12001519,40718336,1401472
387.1,2429,1270,1495622,170720,12001519,40914944,1394608
388.1,2445,1272,1497712,171561,12001519,41472000,1373280
389.1,2453,1276,1500988,172713,12001519,41472000,1430592
390.2,2465,1282,1503801,173793,12001519,41635840,1462800
391.2,2477,1283,1506218,174663,12001519,41635840,1438976
392.2,2490,1288,1508672,175545,12001519,41635840,1428784
393.2,2505,1290,1511067,176480,12001519,41635840,1439712
394.2,2519,1293,1513431,177387,12001519,41635840,1432016
395.2,2528,1296,1515920,178350,12001519,41635840,1433472
396.3,2539,1300,1518346,179284,12001519,41635840,1431952
397.3,2554,1302,1520875,180247,12001519,41635840,1434784
398.3,2567,1305,1523396,181219,12001519,41635840,1436048
399.3,2585,1306,1525825,182142,12001519,41635840,1432672
400.3,2598,1310,1528005,182944,12001519,41635840,1432864
401.3,2607,1316,1530552,183893,12001519,41635840,1402784
402.4,2617,1320,1532997,184731,12001519,41635840,1404656
403.4,2628,1322,1535500,185609,12001519,41635840,1406752
404.4,2639,1324,1537732,186406,12001519,41635840,1394560
405.4,2654,1326,1539795,187133,12001519,41635840,1380512
406.4,2668,1329,1541799,187879,12001519,41635840,1377920
407.5,2678,1333,1545277,189181,12001519,41635840,1438160
408.5,2690,1341,1547809,190118,12001519,41668608,1410944
409.5,2703,1346,1550431,191060,12001519,41668608,1405232
410.5,2721,1346,1552872,192011,12001519,41668608,1399568
411.5,2729,1350,1555490,192977,12001519,41668608,1406016
412.6,2742,1353,1557896,193898,12001519,41668608,1398016
413.6,2756,1355,1560413,194860,12001519,41668608,1406032
414.6,2771,1358,1562806,195799,12001519,41668608,1402800
415.6,2789,1360,1565249,196713,12001519,41668608,1400704
416.6,2804,1363,1567599,197610,12001519,41848832,1404608
417.7,2816,1366,1570060,198539,12001519,41848832,1401328
418.7,2830,1369,1572524,199498,12001519,41897984,1404464
419.7,2844,1371,1575092,200377,12001519,41947136,1400096
420.7,2855,1373,1577177,201090,12001519,41947136,1400624
421.7,2875,1374,1579659,201988,12001519,41996288,1397888
422.8,2895,1376,1581998,202808,12001519,41996288,1407488
423.8,2906,1377,1584016,203576,12001519,42455040,1382608
424.8,2921,1378,1586506,204479,12001519,42733568,1389568
425.8,2930,1387,1590119,205815,12001519,42930176,1435920
426.8,2942,1390,1592554,206737,12001519,42979328,1421552
427.8,2955,1392,1594908,207586,12001519,43044864,1389168
428.9,2971,1394,1597419,208524,12001519,43044864,1400976
429.9,2985,1397,1600175,209569,12001519,43094016,1405440
430.9,2997,1400,1602588,210527,12001519,43143168,1400768
431.9,3012,1402,1605084,211499,12001519,43143168,1401264
433.0,3025,1404,1607570,212464,12001519,43192320,1402656
434.0,3037,1407,1610081,213427,12001519,43192320,1403536
435.0,3051,1409,1612489,214370,12001519,43192320,1402384
436.0,3063,1414,1614992,215319,12001519,43192320,1397584
437.1,3076,1417,1617609,216267,12001519,43192320,1375312
438.1,3094,1417,1620232,217175,12001519,43192320,1370720
439.1,3106,1423,1622787,218049,12001519,43192320,1382816
440.2,3118,1429,1625352,218937,12001519,43192320,1392784
441.2,3126,1430,1627346,219632,12001519,43192320,1370672
442.2,3142,1431,1629612,220461,12001519,43192320,1374752
443.2,3151,1434,1632817,221568,12001519,43192320,1421872
444.2,3158,1443,1635699,222663,12001519,43212800,1411696
445.3,3169,1449,1638089,223567,12001519,43212800,1380896
446.3,3181,1451,1640315,224392,12001519,43212800,1383968
