ts_s,utime_cs,stime_cs,minflt,majflt,rchar,read_bytes,VmRSS_kB
386.8,2341,1289,1490787,170091,12001519,31014912,1737536
387.8,2355,1290,1493100,170897,12001519,31014912,1743616
388.8,2366,1303,1496859,172269,12001519,31047680,1810240
389.8,2379,1306,1499309,173195,12001519,31047680,1785152
390.9,2393,1306,1501644,174066,12001519,31047680,1760800
391.9,2406,1309,1504254,175067,12001519,31047680,1766896
392.9,2419,1312,1506904,175970,12001519,31047680,1767616
393.9,2433,1313,1509443,176842,12001519,31047680,1771184
394.9,2451,1314,1512129,177762,12001519,31260672,1778080
395.9,2465,1318,1514647,178666,12001519,31768576,1779728
397.0,2482,1319,1517558,179674,12001519,32129024,1778048
398.0,2498,1322,1520255,180606,12001519,32489472,1777360
399.0,2508,1325,1522837,181537,12001519,32849920,1774288
400.0,2524,1328,1525258,182469,12001519,33112064,1769920
401.0,2542,1331,1527623,183427,12001519,33390592,1767696
402.1,2560,1334,1530084,184387,12001519,33800192,1763984
403.1,2573,1338,1532314,185199,12001519,34078720,1756496
404.1,2583,1340,1534257,185911,12001519,34258944,1746320
405.1,2594,1343,1536152,186626,12001519,34258944,1731776
406.1,2604,1346,1538883,187642,12001519,34258944,1769200
407.1,2610,1356,1542130,188873,12001519,34639872,1805040
408.1,2625,1357,1544543,189807,12001519,34852864,1780816
409.2,2642,1360,1546956,190775,12001519,35360768,1767168
410.2,2660,1362,1549378,191714,12001519,35966976,1761280
411.2,2671,1365,1551982,192642,12001519,36425728,1770000
412.2,2684,1368,1554623,193545,12001519,36769792,1772464
413.2,2695,1370,1556903,194318,12001519,36933632,1768544
414.3,2705,1373,1559406,195202,12001519,36966400,1768096
415.3,2724,1377,1562148,196128,12001519,37048320,1777056
416.3,2741,1382,1564953,197091,12001519,37081088,1777248
417.3,2753,1385,1567296,197909,12001519,37261312,1766480
418.3,2765,1390,1569850,198896,12001519,37523456,1771472
419.3,2783,1390,1572454,199918,12001519,37670912,1777600
420.4,2794,1393,1574797,200832,12001519,37752832,1773472
421.4,2806,1395,1577067,201659,12001519,37851136,1760672
422.4,2822,1396,1579240,202470,12001519,38309888,1760064
423.4,2835,1399,1581113,203237,12001519,39391232,1741584
424.4,2846,1402,1584227,204338,12001519,39440384,1786656
425.5,2856,1411,1587434,205562,12001519,39866368,1825520
426.5,2866,1415,1589978,206515,12001519,39964672,1788608
427.5,2874,1418,1592331,207414,12001519,40161280,1774352
428.5,2887,1421,1594715,208294,12001519,40161280,1765712
429.5,2903,1423,1597249,209160,12001519,40210432,1768704
430.5,2921,1426,1599916,210033,12001519,40210432,1782208
431.6,2939,1430,1602261,210816,12001519,40259584,1779952
432.6,2951,1435,1605007,211759,12001519,40275968,1788128
433.6,2963,1437,1607390,212595,12001519,40341504,1772752
434.6,2979,1438,1609943,213454,12001519,40341504,1770384
435.7,2992,1440,1612252,214290,12001519,40390656,1764672
436.7,3003,1445,1614798,215231,12001519,40390656,1767792
437.7,3018,1449,1617164,216156,12001519,40390656,1767680
438.7,3033,1452,1619506,217070,12001519,40390656,1765856
439.7,3047,1456,1621809,217924,12001519,40390656,1766800
440.8,3055,1459,1623869,218658,12001519,40390656,1754704
441.8,3068,1461,1625824,219376,12001519,40390656,1741856
442.8,3078,1465,1628541,220371,12001519,40390656,1770752
443.8,3091,1476,1632004,221649,12001519,40427520,1800832
444.8,3106,1481,1634363,222532,12001519,40427520,1774560
445.9,3123,1484,1636564,223340,12001519,40427520,1756912
446.9,3136,1488,1639016,224232,12001519,40427520,1760064
448.0,3149,1492,1641503,225123,12001519,40427520,1759728
449.0,3166,1495,1644219,226020,12001519,40427520,1765872
