ts_s,utime_cs,stime_cs,minflt,majflt,rchar,read_bytes,VmRSS_kB
281.6,1224,906,1216861,82375,12001519,31563776,2211392
282.6,1235,909,1219264,83082,12001519,31563776,2210080
283.6,1248,913,1221972,83818,12001519,31563776,2217264
284.6,1262,916,1224846,84608,12001519,31563776,2201008
285.6,1279,917,1227291,85318,12001519,31563776,2205392
286.7,1284,919,1229448,85984,12001519,31563776,2207312
287.7,1295,922,1232063,86683,12001519,31563776,2202640
288.7,1298,926,1234630,87324,12001519,31563776,2187888
289.7,1305,928,1236611,87978,12001519,31563776,2165136
290.7,1319,928,1239540,88672,12001519,31563776,2086544
291.8,1326,929,1241693,89319,12001519,31563776,1992064
292.8,1338,931,1244101,89995,12001519,31563776,1992560
293.8,1350,933,1246644,90665,12001519,31563776,1939456
294.8,1358,934,1249061,91306,12001519,31563776,1900432
295.8,1367,936,1251916,92255,12001519,31563776,1876592
296.8,1380,941,1259346,93019,12001519,31678464,1937872
297.9,1393,945,1262127,93828,12001519,31678464,1961808
298.9,1400,949,1264647,94562,12001519,31678464,1936816
299.9,1414,952,1267943,95438,12001519,31678464,1856624
300.9,1419,956,1270740,96269,12001519,31678464,1777936
301.9,1431,958,1273699,97106,12001519,31678464,1740048
303.0,1440,959,1276217,97853,12001519,31678464,1719824
304.0,1453,961,1279244,98686,12001519,31678464,1689520
305.0,1460,965,1281945,99468,12001519,31678464,1652032
306.0,1474,967,1285253,100304,12001519,31678464,1666480
307.0,1489,970,1289047,101236,12001519,31678464,1666896
308.0,1506,972,1292927,102142,12001519,31678464,1667712
309.1,1515,976,1295688,102871,12001519,31678464,1667440
310.1,1532,981,1298932,103682,12001519,31678464,1661440
311.1,1546,986,1301775,104487,12001519,31678464,1668144
312.1,1558,990,1304398,105269,12001519,31678464,1637408
313.2,1576,991,1307256,106040,12001519,31678464,1615088
314.2,1588,991,1309719,106798,12001519,31678464,1609840
315.2,1605,993,1312757,107588,12001519,31678464,1621072
316.2,1614,995,1315422,108364,12001519,31678464,1622784
317.2,1624,1000,1318557,109230,12001519,31678464,1628752
318.2,1632,1003,1321415,110024,12001519,31678464,1628496
319.3,1641,1007,1324231,110793,12001519,31678464,1628704
320.3,1659,1012,1327845,111703,12001519,31678464,1634000
321.3,1670,1016,1330491,112454,12001519,31678464,1632256
322.3,1680,1018,1333284,113239,12001519,31678464,1626784
323.3,1692,1021,1336300,114025,12001519,31678464,1626304
324.4,1701,1025,1338782,114704,12001519,31678464,1617792
325.4,1711,1027,1341432,115377,12001519,31678464,1599856
326.4,1724,1029,1344283,116034,12001519,31678464,1593440
327.4,1735,1035,1347183,116779,12001519,31678464,1596096
328.4,1743,1039,1350355,117790,12001519,31678464,1634224
329.5,1755,1045,1353665,119057,12001519,32468992,1678496
330.5,1766,1048,1356030,119945,12001519,32468992,1669520
331.5,1781,1053,1358562,120903,12001519,32468992,1662640
332.5,1799,1054,1361109,121881,12001519,32468992,1668880
333.5,1816,1056,1363556,122853,12001519,32468992,1668320
334.6,1828,1059,1365949,123774,12001519,32468992,1664032
335.6,1839,1062,1368145,124620,12001519,32468992,1656144
336.6,1853,1065,1370771,125610,12001519,32468992,1659376
337.6,1864,1069,1373631,126595,12001519,32468992,1664560
338.6,1879,1071,1376386,127551,12001519,32468992,1665520
339.7,1893,1078,1379005,128488,12001519,32468992,1675936
340.7,1913,1082,1381515,129368,12001519,32468992,1671360
341.7,1933,1085,1384115,130304,12001519,32468992,1671344
342.7,1954,1089,1386729,131264,12001519,32468992,1673872
343.8,1966,1092,1388777,132010,12001519,32468992,1658640
344.8,1978,1093,1390644,132742,12001519,32468992,1642672
345.8,1986,1099,1393182,133634,12001519,32468992,1639872
346.8,1998,1105,1396968,135036,12001519,32501760,1673184
347.8,2011,1107,1399418,135966,12001519,32567296,1671104
348.9,2028,1109,1402037,136935,12001519,32616448,1654512
