ts_s,utime_cs,stime_cs,minflt,majflt,rchar,read_bytes,VmRSS_kB
277.7,1155,927,1209748,80673,12001519,32419840,1664512
278.7,1168,929,1212262,81450,12001519,32419840,1670416
279.7,1177,933,1215135,82268,12001519,32419840,1674624
280.7,1183,937,1217852,83090,12001519,32419840,1668048
281.8,1188,939,1220271,83834,12001519,32419840,1662496
282.8,1198,941,1222770,84561,12001519,32419840,1667456
283.8,1207,945,1225235,85340,12001519,32419840,1666032
284.8,1219,950,1227972,86141,12001519,32419840,1657488
285.8,1229,953,1230542,86889,12001519,32419840,1665616
286.8,1235,957,1232840,87615,12001519,32419840,1662496
287.9,1248,959,1235201,88367,12001519,32419840,1672992
288.9,1260,963,1237875,89135,12001519,32419840,1667152
289.9,1263,966,1240184,89841,12001519,32419840,1668336
290.9,1270,970,1242310,90551,12001519,32419840,1668928
291.9,1281,972,1244733,91231,12001519,32419840,1666784
293.0,1283,975,1246929,91861,12001519,32419840,1645584
294.0,1296,977,1249417,92518,12001519,32419840,1648848
295.0,1306,979,1252372,93251,12001519,32419840,1637312
296.0,1310,981,1253967,93875,12001519,32419840,1615920
297.0,1322,982,1256614,94538,12001519,32419840,1614960
298.0,1331,984,1259155,95167,12001519,32419840,1605936
299.1,1338,986,1261962,96028,12001519,32419840,1606688
300.1,1352,989,1269213,96706,12001519,32747520,1679760
301.1,1365,993,1272354,97547,12001519,32747520,1699280
302.1,1372,994,1274891,98296,12001519,32747520,1708912
303.1,1381,997,1278048,99133,12001519,32747520,1716800
304.2,1393,998,1280746,99937,12001519,32747520,1725968
305.2,1403,1000,1283316,100695,12001519,32747520,1726368
306.2,1414,1004,1285798,101386,12001519,32747520,1731696
307.2,1425,1009,1288841,102200,12001519,32747520,1732848
308.2,1438,1011,1292099,103065,12001519,32747520,1742464
309.3,1448,1013,1294828,103901,12001519,32747520,1741888
310.3,1458,1015,1297760,104698,12001519,32747520,1741232
311.3,1466,1020,1300357,105439,12001519,32747520,1735920
312.3,1482,1026,1303454,106285,12001519,32747520,1750384
313.3,1492,1029,1306114,107047,12001519,32747520,1730928
314.4,1508,1030,1309130,107840,12001519,32747520,1735280
315.4,1518,1033,1311830,108622,12001519,32747520,1732624
316.4,1529,1037,1314929,109481,12001519,32747520,1747120
317.4,1538,1040,1317532,110252,12001519,32747520,1721408
318.4,1551,1041,1321023,111134,12001519,32747520,1747984
319.4,1563,1043,1323435,111809,12001519,32747520,1755744
320.5,1575,1045,1326468,112631,12001519,32747520,1749456
321.5,1582,1048,1328936,113405,12001519,32747520,1749328
322.5,1589,1051,1331667,114162,12001519,32747520,1738688
323.5,1602,1054,1334793,115061,12001519,32747520,1722848
324.5,1610,1058,1337525,115872,12001519,32747520,1741808
325.6,1623,1062,1340666,116703,12001519,32747520,1742576
326.6,1631,1065,1343193,117518,12001519,32747520,1750128
327.6,1644,1067,1346238,118349,12001519,32747520,1746608
328.6,1650,1070,1348800,119110,12001519,32747520,1745504
329.6,1658,1072,1351349,119839,12001519,32747520,1736192
330.6,1674,1077,1354411,120565,12001519,32747520,1730720
331.7,1687,1078,1356787,121236,12001519,32747520,1718192
332.7,1698,1081,1359389,121965,12001519,32747520,1713904
333.7,1710,1083,1362334,122829,12001519,32747520,1737344
334.7,1720,1092,1366095,124194,12001519,32849920,1799296
